_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,audience,audience:confidence,bias,bias:confidence,message,message:confidence,orig__golden,audience_gold,bias_gold,bioid,embed,id,label,message_gold,source,text
766193003,FALSE,finalized,1,8/4/15 20:06,constituency,1,neutral,1,mobilization,1,,,,L000580,"<blockquote class=""twitter-tweet"" width=""450""><p>Like my @facebook page for updates on how I'm working hard for you and others in #NM. http://t.co/rGuneVfKq2</p> MichelleLujanGrisham (@RepLujanGrisham) <a href='https://twitter.com/RepLujanGrisham/status/356887349646475264'>2013-07-15 17:25:49</a></blockquote>",3.56887E+17,From: Michelle Lujan Grisham (Representative from New Mexico),,twitter,Like my @facebook page for updates on how I'm working hard for you and others in #NM. http://t.co/rGuneVfKq2
766193004,FALSE,finalized,1,8/4/15 20:14,national,1,neutral,1,personal,1,,,,C000174,"<blockquote class=""twitter-tweet"" width=""450""><p>Exhilarating to be at the @Chrysler 200 unveiling at the #NAIAS after car was built at plant almost shuttered 6 years ago</p> Senator Tom Carper (@SenatorCarper) <a href='https://twitter.com/SenatorCarper/status/422752956367519744'>2014-01-13 10:32:13</a></blockquote>",4.22753E+17,From: Thomas Carper (Senator from Delaware),,twitter,Exhilarating to be at the @Chrysler 200 unveiling at the #NAIAS after car was built at plant almost shuttered 6 years ago
766193005,FALSE,finalized,1,8/4/15 21:15,national,1,partisan,1,policy,1,,,,U000038,"<blockquote class=""twitter-tweet"" width=""450""><p>RT @RonWyden: .@SenatorBarb, @MarkUdall &amp; I will file our NDAA amdt to bring more transparency to rulebook the NSA plays by. It's a 1st steâ€_</p> Mark Udall (@MarkUdall) <a href='https://twitter.com/MarkUdall/status/403208464933339136'>2013-11-20 12:09:23</a></blockquote>",4.03208E+17,From: Mark Udall (Senator from Colorado),,twitter,"RT @RonWyden: .@SenatorBarb, @MarkUdall &amp; I will file our NDAA amdt to bring more transparency to rulebook the NSA plays by. It's a 1st steâ€_"
766193006,FALSE,finalized,1,8/4/15 20:40,national,1,neutral,1,information,1,,,,J000032,"<blockquote class=""twitter-tweet"" width=""450""><p>STATEMENT REGARDING MISSING AIR ASIA FLIGHT QZ8501: 

I call upon the International Civil Aviation Organization... http://t.co/2Vid2rjnep</p> Sheila Jackson Lee (@JacksonLeeTX18) <a href='https://twitter.com/JacksonLeeTX18/status/549741681973923841'>2014-12-29 20:40:05</a></blockquote>",5.49742E+17,From: Sheila Jackson-Lee (Representative from Texas),,twitter,"STATEMENT REGARDING MISSING AIR ASIA FLIGHT QZ8501: 

I call upon the International Civil Aviation Organization... http://t.co/2Vid2rjnep"
766193007,FALSE,finalized,1,8/4/15 21:16,national,1,neutral,1,policy,1,,,,S000510,"<blockquote class=""twitter-tweet"" width=""450""><p>Great article via @PeoplesWorld on #MLKDay in #Seattle. I spoke about raising min wage + reducing #incomeinequality http://t.co/uABIXN9jLa</p> Rep. Adam Smith (@RepAdamSmith) <a href='https://twitter.com/RepAdamSmith/status/426404545367797760'>2014-01-23 12:22:20</a></blockquote>",4.26405E+17,From: Adam Smith (Representative from Washington),,twitter,Great article via @PeoplesWorld on #MLKDay in #Seattle. I spoke about raising min wage + reducing #incomeinequality http://t.co/uABIXN9jLa
766193008,FALSE,finalized,1,8/4/15 21:28,constituency,1,neutral,1,information,1,,,,B001279,"<blockquote class=""twitter-tweet"" width=""450""><p>RT @azpm: .@UofA program provides under-insured, people w/o insurance with free eye screenings, #Tucson, #health https://t.co/5nszTZ3lwS â€_</p> RepRonBarber (@RepRonBarber) <a href='https://twitter.com/RepRonBarber/status/462343393985978368'>2014-05-02 17:30:29</a></blockquote>",4.62343E+17,From: Ron Barber (Representative from Arizona),,twitter,"RT @azpm: .@UofA program provides under-insured, people w/o insurance with free eye screenings, #Tucson, #health https://t.co/5nszTZ3lwS â€_"
766193009,FALSE,finalized,1,8/4/15 20:15,national,1,neutral,1,other,1,,,,C000542,"<blockquote class=""twitter-tweet"" width=""450""><p>Today I was honored to attend Shelbyvilleâ€™s 2-238th General Support Aviation Battalionâ€™s departure ceremony before they deploy to Kuwait.</p> Senator Dan Coats (@SenDanCoats) <a href='https://twitter.com/SenDanCoats/status/354360363459948545'>2013-07-08 18:04:29</a></blockquote>",3.5436E+17,From: Daniel Coats (Senator from Indiana),,twitter,Today I was honored to attend Shelbyvilleâ€™s 2-238th General Support Aviation Battalionâ€™s departure ceremony before they deploy to Kuwait.
766193010,FALSE,finalized,1,8/4/15 20:41,national,1,partisan,1,mobilization,1,,,,D000616,"<blockquote class=""twitter-tweet"" width=""450""><p>Our current tax code is not working. Do you support a flat tax, fair tax or something else? Tell me on FB http://t.co/t5RJ6jFkF9</p> Scott DesJarlais (@DesJarlaisTN04) <a href='https://twitter.com/DesJarlaisTN04/status/427838236669792256'>2014-01-27 11:19:19</a></blockquote>",4.27838E+17,From: Scott DesJarlais (Representative from Tennessee),,twitter,"Our current tax code is not working. Do you support a flat tax, fair tax or something else? Tell me on FB http://t.co/t5RJ6jFkF9"
766193011,FALSE,finalized,1,8/4/15 20:18,constituency,1,neutral,1,constituency,1,,,,T000250,"<blockquote class=""twitter-tweet"" width=""450""><p>Good week for SD football. First @CoachSalemMSU at MSU, now Aberdeen native @OU_CoachHeupel for OU. Congrats, gentlemen.</p> Senator John Thune (@SenJohnThune) <a href='https://twitter.com/SenJohnThune/status/419137463622176768'>2014-01-03 11:05:33</a></blockquote>",4.19137E+17,From: John Thune (Senator from South Dakota),,twitter,"Good week for SD football. First @CoachSalemMSU at MSU, now Aberdeen native @OU_CoachHeupel for OU. Congrats, gentlemen."
766193012,FALSE,finalized,1,8/4/15 21:25,national,1,neutral,1,support,1,,,,C001092,"<blockquote class=""twitter-tweet"" width=""450""><p>.@markpoloncarz Even I can hang out with Dems from time to time, but on this one we'll excuse the staff typo. http://t.co/uNdthRWZbh</p> Rep. Chris Collins (@RepChrisCollins) <a href='https://twitter.com/RepChrisCollins/status/505363518292754433'>2014-08-29 10:37:06</a></blockquote>",5.05364E+17,From: Chris Collins (Representative from New York),,twitter,".@markpoloncarz Even I can hang out with Dems from time to time, but on this one we'll excuse the staff typo. http://t.co/uNdthRWZbh"
766193013,FALSE,finalized,1,8/4/15 21:06,constituency,1,partisan,1,policy,1,,,,B001279,"<blockquote class=""twitter-tweet"" width=""450""><p>#Medicare matters because it keeps Southern Arizona seniors healthy.</p> RepRonBarber (@RepRonBarber) <a href='https://twitter.com/RepRonBarber/status/494552389836607488'>2014-07-30 14:37:32</a></blockquote>",4.94552E+17,From: Ron Barber (Representative from Arizona),,twitter,#Medicare matters because it keeps Southern Arizona seniors healthy.
766193014,FALSE,finalized,1,8/4/15 21:09,national,1,partisan,1,personal,1,,,,B001288,"<blockquote class=""twitter-tweet"" width=""450""><p>Visiting with seniors at Bella Vista Gardens (w Senator Brian Stack) http://t.co/XX1CdsgdzY</p> Cory Booker (@CoryBooker) <a href='https://twitter.com/CoryBooker/status/467719856780247041'>2014-05-17 13:34:38</a></blockquote>",4.6772E+17,From: Cory Booker (Senator from New Jersey),,twitter,Visiting with seniors at Bella Vista Gardens (w Senator Brian Stack) http://t.co/XX1CdsgdzY
766193015,FALSE,finalized,1,8/4/15 21:12,national,1,partisan,1,support,1,,,,H001038,"<blockquote class=""twitter-tweet"" width=""450""><p>$21M #HeadStart grant to @CAOErieCounty will foster lifelong appreciation for learning, improve opportunity for youth http://t.co/KleZhMV0ke</p> Brian Higgins (@RepBrianHiggins) <a href='https://twitter.com/RepBrianHiggins/status/459076297101438976'>2014-04-23 17:08:13</a></blockquote>",4.59076E+17,From: Brian Higgins (Representative from New York),,twitter,"$21M #HeadStart grant to @CAOErieCounty will foster lifelong appreciation for learning, improve opportunity for youth http://t.co/KleZhMV0ke"
766193016,FALSE,finalized,1,8/4/15 20:45,national,1,neutral,1,policy,1,,,,H001051,"<blockquote class=""twitter-tweet"" width=""450""><p>Next week I will chair a @SmallBizGOP subcommittee hearing on challenges facing #SmallBiz owned by service-disabled veterans. #NY22 #4jobs</p> Rep. Richard Hanna (@RepRichardHanna) <a href='https://twitter.com/RepRichardHanna/status/307606273908682752'>2013-03-01 16:40:25</a></blockquote>",3.07606E+17,From: Richard Hanna (Representative from New York),,twitter,Next week I will chair a @SmallBizGOP subcommittee hearing on challenges facing #SmallBiz owned by service-disabled veterans. #NY22 #4jobs
766193017,FALSE,finalized,1,8/4/15 20:45,national,1,neutral,1,policy,1,,,,C000880,"<blockquote class=""twitter-tweet"" width=""450""><p>Hearing that tonightâ€™s #SOTU address is a pivot back to #jobs. We should not have lost focus on #jobs. @NationalJournal http://t.co/IxU4Y77x</p> Senator Mike Crapo (@MikeCrapo) <a href='https://twitter.com/MikeCrapo/status/301470962531069952'>2013-02-12 18:20:53</a></blockquote>",3.01471E+17,From: Michael Crapo (Senator from Idaho),,twitter,Hearing that tonightâ€™s #SOTU address is a pivot back to #jobs. We should not have lost focus on #jobs. @NationalJournal http://t.co/IxU4Y77x
766193018,FALSE,finalized,1,8/4/15 21:09,national,1,neutral,1,personal,1,,,,E000215,"<blockquote class=""twitter-tweet"" width=""450""><p>It's an honor to be recognized by @TechAmerica with the 2014 Congressional Tech Leader Award! http://t.co/AmAgjWbTnI</p> Rep. Anna G. Eshoo (@RepAnnaEshoo) <a href='https://twitter.com/RepAnnaEshoo/status/477164391587405824'>2014-06-12 15:03:50</a></blockquote>",4.77164E+17,From: Anna Eshoo (Representative from California),,twitter,It's an honor to be recognized by @TechAmerica with the 2014 Congressional Tech Leader Award! http://t.co/AmAgjWbTnI
766193019,FALSE,finalized,1,8/4/15 21:10,national,1,neutral,1,policy,1,,,,S000937,"<blockquote class=""twitter-tweet"" width=""450""><p>In praise of income inequality http://t.co/gYXq3blCcE</p> Rep. Steve Stockman (@SteveWorks4You) <a href='https://twitter.com/SteveWorks4You/status/523150128228859904'>2014-10-17 12:34:44</a></blockquote>",5.2315E+17,From: Steve Stockman (Representative from Texas),,twitter,In praise of income inequality http://t.co/gYXq3blCcE
766193020,FALSE,finalized,1,8/4/15 21:08,constituency,1,neutral,1,other,1,,,,D000615,"<blockquote class=""twitter-tweet"" width=""450""><p>@dgfohio @mrclean2012 my guess is that they were really M4s</p> Rep. Jeff Duncan (@RepJeffDuncan) <a href='https://twitter.com/RepJeffDuncan/status/344854388008943617'>2013-06-12 12:31:07</a></blockquote>",3.44854E+17,From: Jeffrey Duncan (Representative from South Carolina),,twitter,@dgfohio @mrclean2012 my guess is that they were really M4s
766193021,FALSE,finalized,2,8/4/15 20:38,national,1,neutral,1,information,1,,,,B000589,"<blockquote class=""twitter-tweet"" width=""450""><p>From @USATODAY: â€œBoehner invites Pope Francis to address Congressâ€ù http://t.co/mrRl8v3N3R</p> Speaker John Boehner (@SpeakerBoehner) <a href='https://twitter.com/SpeakerBoehner/status/444489213464293376'>2014-03-14 11:04:21</a></blockquote>",4.44489E+17,From: John Boehner (Representative from Ohio),,twitter,From @USATODAY: â€œBoehner invites Pope Francis to address Congressâ€ù http://t.co/mrRl8v3N3R
766193022,FALSE,finalized,2,8/4/15 21:14,national,1,partisan,0.5102,policy,1,,,,Y000063,"<blockquote class=""twitter-tweet"" width=""450""><p>Bipartisan support. #ECPA needs to be updated for the digital age so that we can protect our online communications! #EmailPrivacyAct</p> Rep. Kevin Yoder (@RepKevinYoder) <a href='https://twitter.com/RepKevinYoder/status/427928846197747712'>2014-01-27 17:19:22</a></blockquote>",4.27929E+17,From: Kevin Yoder (Representative from Kansas),,twitter,Bipartisan support. #ECPA needs to be updated for the digital age so that we can protect our online communications! #EmailPrivacyAct
766193023,FALSE,finalized,1,8/4/15 20:44,national,1,neutral,1,information,1,,,,L000576,"<blockquote class=""twitter-tweet"" width=""450""><p>Agreed!!! â€œ@MattMackowiak: An absolute disgrace that the U.S. has abandoned this man -- http://t.co/AIQPyDtCmHâ€ù</p> Billy Long (@auctnr1) <a href='https://twitter.com/auctnr1/status/340875169876828161'>2013-06-01 12:59:08</a></blockquote>",3.40875E+17,From: Billy Long (Representative from Missouri),,twitter,Agreed!!! â€œ@MattMackowiak: An absolute disgrace that the U.S. has abandoned this man -- http://t.co/AIQPyDtCmHâ€ù
766193024,FALSE,finalized,1,8/4/15 21:22,national,1,neutral,1,media,1,,,,C001088,"<blockquote class=""twitter-tweet"" width=""450""><p>Our hearing on Ebola with Liberian President Ellen Johnson Sirleaf will begin at 10:30. You'll be able to watch here: http://t.co/pFbBaevLlr</p> Senator Chris Coons (@ChrisCoons) <a href='https://twitter.com/ChrisCoons/status/542697077571338240'>2014-12-10 10:07:20</a></blockquote>",5.42697E+17,From: Christopher Coons (Senator from Delaware),,twitter,Our hearing on Ebola with Liberian President Ellen Johnson Sirleaf will begin at 10:30. You'll be able to watch here: http://t.co/pFbBaevLlr
766193025,FALSE,finalized,1,8/4/15 21:01,national,1,neutral,1,media,1,,,,C001064,"<blockquote class=""twitter-tweet"" width=""450""><p>The @hughhewitt show is going live! Tune in! We have @SpeakerBoehner, @MarkSteynOnline, &amp; James Lileks. http://t.co/yaya9ekK3c #hewitt</p> John Campbell (@RepJohnCampbell) <a href='https://twitter.com/RepJohnCampbell/status/314859081284337666'>2013-03-21 18:00:29</a></blockquote>",3.14859E+17,From: John Campbell (Representative from California),,twitter,"The @hughhewitt show is going live! Tune in! We have @SpeakerBoehner, @MarkSteynOnline, &amp; James Lileks. http://t.co/yaya9ekK3c #hewitt"
766193026,FALSE,finalized,1,8/4/15 21:20,national,1,neutral,1,support,1,,,,B001284,"<blockquote class=""twitter-tweet"" width=""450""><p>My thoughts and prayers are with the families of the 19 brave firefighters who lost their lives this weekend in Arizona.</p> Susan W. Brooks  (@SusanWBrooks) <a href='https://twitter.com/SusanWBrooks/status/351696488931409920'>2013-07-01 09:39:11</a></blockquote>",3.51696E+17,From: Susan Brooks (Representative from Indiana),,twitter,My thoughts and prayers are with the families of the 19 brave firefighters who lost their lives this weekend in Arizona.
766193027,FALSE,finalized,1,8/4/15 21:07,constituency,1,neutral,1,mobilization,1,,,,Y000063,"<blockquote class=""twitter-tweet"" width=""450""><p>I hope you can join me on Thursday for Coffee with Constituents. KCK South Branch - Argentine Library. 3104 Strong Ave in KCK 3:30-4:30pm</p> Rep. Kevin Yoder (@RepKevinYoder) <a href='https://twitter.com/RepKevinYoder/status/339481305622396929'>2013-05-28 16:40:25</a></blockquote>",3.39481E+17,From: Kevin Yoder (Representative from Kansas),,twitter,I hope you can join me on Thursday for Coffee with Constituents. KCK South Branch - Argentine Library. 3104 Strong Ave in KCK 3:30-4:30pm
766193028,FALSE,finalized,1,8/5/15 6:14,national,1,partisan,1,policy,1,,,,F000455,"<blockquote class=""twitter-tweet"" width=""450""><p>In 2/3 of families with children, a woman is either the primary or co-breadwinner, so her earnings are vital to their families.</p> Marcia L. Fudge (@RepMarciaFudge) <a href='https://twitter.com/RepMarciaFudge/status/474213754839007232'>2014-06-04 11:39:04</a></blockquote>",4.74214E+17,From: Marcia Fudge (Representative from Ohio),,twitter,"In 2/3 of families with children, a woman is either the primary or co-breadwinner, so her earnings are vital to their families."
766193029,FALSE,finalized,1,8/4/15 21:05,national,1,neutral,1,policy,1,,,,C001067,"<blockquote class=""twitter-tweet"" width=""450""><p>The #NRA is powerful. People power is just as powerful, we just don't exercise it enough.</p> Yvette D. Clarke (@YvetteClarke) <a href='https://twitter.com/YvetteClarke/status/316726345155624960'>2013-03-26 21:40:19</a></blockquote>",3.16726E+17,From: Yvette Clarke (Representative from New York),,twitter,"The #NRA is powerful. People power is just as powerful, we just don't exercise it enough."
766193030,FALSE,finalized,1,8/4/15 21:16,national,1,neutral,1,policy,1,,,,L000564,"<blockquote class=""twitter-tweet"" width=""450""><p>RT @ByronYork: Another news story begins, 'In another setback for President Obamaâ€™s health care initiativeâ€_' http://t.co/bfVYtgGjTl</p> Rep. Doug Lamborn (@RepDLamborn) <a href='https://twitter.com/RepDLamborn/status/367287026497753088'>2013-08-13 10:10:25</a></blockquote>",3.67287E+17,From: Doug Lamborn (Representative from Colorado),,twitter,"RT @ByronYork: Another news story begins, 'In another setback for President Obamaâ€™s health care initiativeâ€_' http://t.co/bfVYtgGjTl"
766193031,FALSE,finalized,2,8/4/15 21:25,national,1,partisan,0.5172,policy,1,,,,M000933,"<blockquote class=""twitter-tweet"" width=""450""><p>Managing the debate on funding national parks and museums closed during #GOPshutdown.</p> Jim Moran (@Jim_Moran) <a href='https://twitter.com/Jim_Moran/status/385517907163111425'>2013-10-02 17:33:26</a></blockquote>",3.85518E+17,From: James Moran (Representative from Virginia),,twitter,Managing the debate on funding national parks and museums closed during #GOPshutdown.
766193032,FALSE,finalized,1,8/4/15 21:31,national,1,neutral,1,support,1,,,,R000486,"<blockquote class=""twitter-tweet"" width=""450""><p>Even in Rep Cantor's district, 72% support the bipartisan immigration reform awaiting House consideration: http://t.co/SZRNWIT1Sz #TimeIsNow</p> Rep Roybal-Allard (@RepRoybalAllard) <a href='https://twitter.com/RepRoybalAllard/status/476826908781715457'>2014-06-11 16:42:48</a></blockquote>",4.76827E+17,From: Lucille Roybal-Allard (Representative from California),,twitter,"Even in Rep Cantor's district, 72% support the bipartisan immigration reform awaiting House consideration: http://t.co/SZRNWIT1Sz #TimeIsNow"
766193033,FALSE,finalized,1,8/4/15 20:59,national,1,partisan,1,information,1,,,,D000612,"<blockquote class=""twitter-tweet"" width=""450""><p>Just started a @HouseVetAffairs committee hearing to get to the bottom of the #VAScandal. Watch live http://t.co/jMWiBwUZsO or on C-SPAN 2.</p> Jeff Denham (@RepJeffDenham) <a href='https://twitter.com/RepJeffDenham/status/471798741436231680'>2014-05-28 19:42:40</a></blockquote>",4.71799E+17,From: Jeffrey Denham (Representative from California),,twitter,Just started a @HouseVetAffairs committee hearing to get to the bottom of the #VAScandal. Watch live http://t.co/jMWiBwUZsO or on C-SPAN 2.
766193034,FALSE,finalized,3,8/4/15 20:41,national,1,neutral,1,media,1,,,,H001036,"<blockquote class=""twitter-tweet"" width=""450""><p>Joining the @MarkDavis show on @660KSKY this morning just after 8:30am CT. Hope you'll tune in: http://t.co/LOGX8tgP5d</p> Jeb Hensarling (@RepHensarling) <a href='https://twitter.com/RepHensarling/status/412588367499776000'>2013-12-16 09:21:46</a></blockquote>",4.12588E+17,From: Jeb Hensarling (Representative from Texas),,twitter,Joining the @MarkDavis show on @660KSKY this morning just after 8:30am CT. Hope you'll tune in: http://t.co/LOGX8tgP5d
766193035,FALSE,finalized,1,8/4/15 20:09,constituency,1,neutral,1,personal,1,,,,G000377,"<blockquote class=""twitter-tweet"" width=""450""><p>Yesterday, I met with students and teachers from R.L. Paschal High School at the U.S. Capitol. http://t.co/tDoI9QJ6Fk</p> OfficeofKayGranger (@RepKayGranger) <a href='https://twitter.com/RepKayGranger/status/429013228442509312'>2014-01-30 17:08:19</a></blockquote>",4.29013E+17,From: Kay Granger (Representative from Texas),,twitter,"Yesterday, I met with students and teachers from R.L. Paschal High School at the U.S. Capitol. http://t.co/tDoI9QJ6Fk"
766193036,FALSE,finalized,1,8/4/15 21:09,national,1,neutral,1,personal,1,,,,S001170,"<blockquote class=""twitter-tweet"" width=""450""><p>Proud to help launch the #WomenSucceed economic agenda in support of the millions of women working to achieve job security &amp; stability</p> Rep. Shea-Porter (@RepSheaPorter) <a href='https://twitter.com/RepSheaPorter/status/358289361449660416'>2013-07-19 14:16:55</a></blockquote>",3.58289E+17,From: Carol Shea-Porter (Representative from New Hampshire),,twitter,Proud to help launch the #WomenSucceed economic agenda in support of the millions of women working to achieve job security &amp; stability
766193037,FALSE,finalized,1,8/4/15 21:10,national,1,neutral,1,support,1,,,,L000480,"<blockquote class=""twitter-tweet"" width=""450""><p>Last week, I stopped by #BriafcliffManor Fire Department to thank them for their critical public service.</p> Nita Lowey (@NitaLowey) <a href='https://twitter.com/NitaLowey/status/494913097220780032'>2014-07-31 14:30:52</a></blockquote>",4.94913E+17,From: Nita Lowey (Representative from New York),,twitter,"Last week, I stopped by #BriafcliffManor Fire Department to thank them for their critical public service."
766193038,FALSE,finalized,1,8/4/15 20:42,national,1,neutral,1,support,1,,,,B001259,"<blockquote class=""twitter-tweet"" width=""450""><p>My thoughts and prayers go out to @RoxanneConlin and her family.  Carolyn and I wish you a speedy recovery.</p> Bruce Braley (@BruceBraley) <a href='https://twitter.com/BruceBraley/status/306535584309071873'>2013-02-26 17:45:53</a></blockquote>",3.06536E+17,From: Bruce Braley (Representative from Iowa),,twitter,My thoughts and prayers go out to @RoxanneConlin and her family.  Carolyn and I wish you a speedy recovery.
766193039,FALSE,finalized,1,8/4/15 20:32,national,1,partisan,1,support,1,,,,R000053,"<blockquote class=""twitter-tweet"" width=""450""><p>Thx to Pres Obama, longest war in our history is now coming to an end. We owe our troops gratitude &amp; support as they return home</p> Charles Rangel (@cbrangel) <a href='https://twitter.com/cbrangel/status/471407300499243009'>2014-05-27 17:47:13</a></blockquote>",4.71407E+17,From: Charles Rangel (Representative from New York),,twitter,"Thx to Pres Obama, longest war in our history is now coming to an end. We owe our troops gratitude &amp; support as they return home"
766193040,FALSE,finalized,1,8/4/15 20:38,national,1,neutral,1,media,1,,,,I000056,"<blockquote class=""twitter-tweet"" width=""450""><p>Tune in to @FoxBusiness now--I'm up next discussing this week's #IRS hearing.</p> Darrell Issa (@DarrellIssa) <a href='https://twitter.com/DarrellIssa/status/448469810830405632'>2014-03-25 10:41:49</a></blockquote>",4.4847E+17,From: Darrell Issa (Representative from California),,twitter,Tune in to @FoxBusiness now--I'm up next discussing this week's #IRS hearing.
766193041,FALSE,finalized,1,8/4/15 21:20,national,1,neutral,1,personal,1,,,,B001275,"<blockquote class=""twitter-tweet"" width=""450""><p>ICYMI: ""Rep. Larry Bucshon hosting live Facebook chat on #driverless vehicles"" (via @theheraldtimes &amp; @govtracker)  http://t.co/vg6FZVqlgO</p> Larry Bucshon, MD (@RepLarryBucshon) <a href='https://twitter.com/RepLarryBucshon/status/481184102880911360'>2014-06-23 17:16:44</a></blockquote>",4.81184E+17,From: Larry Bucshon (Representative from Indiana),,twitter,"ICYMI: ""Rep. Larry Bucshon hosting live Facebook chat on #driverless vehicles"" (via @theheraldtimes &amp; @govtracker)  http://t.co/vg6FZVqlgO"
766193042,FALSE,finalized,1,8/4/15 20:43,constituency,1,neutral,1,support,1,,,,R000053,"<blockquote class=""twitter-tweet"" width=""450""><p>Thx @RepGutierrez &amp; @repjoseserrano, champs of #immigrantreform, to join our community's efforts http://t.co/WqmIWpko3Q</p> Charles Rangel (@cbrangel) <a href='https://twitter.com/cbrangel/status/474599586884231168'>2014-06-05 13:12:13</a></blockquote>",4.746E+17,From: Charles Rangel (Representative from New York),,twitter,"Thx @RepGutierrez &amp; @repjoseserrano, champs of #immigrantreform, to join our community's efforts http://t.co/WqmIWpko3Q"
766193043,FALSE,finalized,1,8/4/15 21:12,national,1,neutral,1,information,1,,,,C001063,"<blockquote class=""twitter-tweet"" width=""450""><p>Veterans have a new online resource to connect with employers #jobs #opportunity â€“ RT to share https://t.co/Ix7d3afcnf</p> Rep. Henry Cuellar (@RepCuellar) <a href='https://twitter.com/RepCuellar/status/459753843538927617'>2014-04-25 14:00:32</a></blockquote>",4.59754E+17,From: Henry Cuellar (Representative from Texas),,twitter,Veterans have a new online resource to connect with employers #jobs #opportunity â€“ RT to share https://t.co/Ix7d3afcnf
766193044,FALSE,finalized,1,8/4/15 20:38,national,1,neutral,1,mobilization,1,,,,L000579,"<blockquote class=""twitter-tweet"" width=""450""><p>Did you know that #Sochi, site of the upcoming Winter Olympics, &amp; #LongBeach are Sister Cities? http://t.co/sYKwXr2G9V #Sochi2014 #GoTeamUSA</p> Rep. Alan Lowenthal (@RepLowenthal) <a href='https://twitter.com/RepLowenthal/status/426860894732042243'>2014-01-24 18:35:42</a></blockquote>",4.26861E+17,From: Alan Lowenthal (Representative from California),,twitter,"Did you know that #Sochi, site of the upcoming Winter Olympics, &amp; #LongBeach are Sister Cities? http://t.co/sYKwXr2G9V #Sochi2014 #GoTeamUSA"
766193045,FALSE,finalized,1,8/4/15 21:21,national,1,neutral,1,policy,1,,,,C001093,"<blockquote class=""twitter-tweet"" width=""450""><p>Just voted to make sure President Obama is held accountable to our hardworking, American taxpayers! Read more here: http://t.co/haax7aM9gT</p> Doug Collins (@RepDougCollins) <a href='https://twitter.com/RepDougCollins/status/309030206843285504'>2013-03-05 14:58:37</a></blockquote>",3.0903E+17,From: Doug Collins (Representative from Georgia),,twitter,"Just voted to make sure President Obama is held accountable to our hardworking, American taxpayers! Read more here: http://t.co/haax7aM9gT"
766193046,FALSE,finalized,1,8/4/15 21:18,national,1,neutral,1,support,1,,,,C000556,"<blockquote class=""twitter-tweet"" width=""450""><p>Coble statement on latest CR votes http://t.co/xH4qoVTgc9</p> Howard Coble (@HowardCoble) <a href='https://twitter.com/HowardCoble/status/384662270170902528'>2013-09-30 08:53:26</a></blockquote>",3.84662E+17,From: Howard Coble (Representative from North Carolina),,twitter,Coble statement on latest CR votes http://t.co/xH4qoVTgc9
766193047,FALSE,finalized,1,8/4/15 20:48,national,1,partisan,1,policy,1,,,,S001145,"<blockquote class=""twitter-tweet"" width=""450""><p>Saving Women's Lives #ObamaCareInThreeWords</p> Jan Schakowsky (@janschakowsky) <a href='https://twitter.com/janschakowsky/status/335107204623519745'>2013-05-16 14:59:18</a></blockquote>",3.35107E+17,From: Jan Schakowsky (Representative from Illinois),,twitter,Saving Women's Lives #ObamaCareInThreeWords
766193048,FALSE,finalized,1,8/4/15 21:08,national,1,neutral,1,information,1,,,,U000031,"<blockquote class=""twitter-tweet"" width=""450""><p>Dr Lonnie Shea and his research team share their work in cancer biology and regenerative medicine #Path2Cures http://t.co/B5ES8qVUVA</p> Fred Upton (@RepFredUpton) <a href='https://twitter.com/RepFredUpton/status/520671673172123650'>2014-10-10 16:26:15</a></blockquote>",5.20672E+17,From: Fred Upton (Representative from Michigan),,twitter,Dr Lonnie Shea and his research team share their work in cancer biology and regenerative medicine #Path2Cures http://t.co/B5ES8qVUVA
766193049,FALSE,finalized,1,8/4/15 20:09,national,1,neutral,1,personal,1,,,,W000808,"<blockquote class=""twitter-tweet"" width=""450""><p>My heart and prayers are with the Martin family. I will continue to fight for justice for Trayvon.</p> Frederica Wilson (@RepWilson) <a href='https://twitter.com/RepWilson/status/356436123909758977'>2013-07-14 11:32:48</a></blockquote>",3.56436E+17,From: Frederica Wilson (Representative from Florida),,twitter,My heart and prayers are with the Martin family. I will continue to fight for justice for Trayvon.
766193050,FALSE,finalized,1,8/4/15 20:45,national,1,neutral,1,personal,1,,,,W000808,"<blockquote class=""twitter-tweet"" width=""450""><p>@clancycnn: There are some TWO HUNDRED #ChibokGirls waiting for all of us to do SOMETHING.  #BRINGBACKOURGIRLS Now.  Today. #JoinRepWilson</p> Frederica Wilson (@RepWilson) <a href='https://twitter.com/RepWilson/status/507521046883205121'>2014-09-04 09:30:21</a></blockquote>",5.07521E+17,From: Frederica Wilson (Representative from Florida),,twitter,@clancycnn: There are some TWO HUNDRED #ChibokGirls waiting for all of us to do SOMETHING.  #BRINGBACKOURGIRLS Now.  Today. #JoinRepWilson
766193051,FALSE,finalized,1,8/4/15 21:28,national,1,neutral,1,information,1,,,,P000605,"<blockquote class=""twitter-tweet"" width=""450""><p>Yesterday, the @Gburg_Times published my op-ed about common sense immigration reform. http://t.co/6xUnlqjPLt</p> RepScottPerry (@RepScottPerry) <a href='https://twitter.com/RepScottPerry/status/355410822618546176'>2013-07-11 15:38:37</a></blockquote>",3.55411E+17,From: Scott Perry (Representative from Pennsylvania),,twitter,"Yesterday, the @Gburg_Times published my op-ed about common sense immigration reform. http://t.co/6xUnlqjPLt"
